NEV;VALUE;M_KOD;VON_IDO
Fejér vármegye;446,1585142;TYWG001;2024
Győr-Moson-Sopron vármegye;451,5867766;TYWG001;2024
Hajdú-Bihar vármegye;455,0832582;TYWG001;2024
Heves vármegye;484,1658112;TYWG001;2024
Jász-Nagykun-Szolnok vármegye;494,2068934;TYWG001;2024
Komárom-Esztergom vármegye;443,003121;TYWG001;2024
Nógrád vármegye;497,4918212;TYWG001;2024
Pest vármegye;394,1176559;TYWG001;2024
Somogy vármegye;516,9735913;TYWG001;2024
Szabolcs-Szatmár-Bereg vármegye;420,500585;TYWG001;2024
Tolna vármegye;484,9364756;TYWG001;2024
Vas vármegye;467,6992484;TYWG001;2024
Veszprém vármegye;474,4933927;TYWG001;2024
Zala vármegye;521,690478;TYWG001;2024
Bács-Kiskun vármegye;197,8916541;TYWG002;2024
Baranya vármegye;204,5814957;TYWG002;2024
Békés vármegye;185,442908;TYWG002;2024
Borsod-Abaúj-Zemplén vármegye;214,3302694;TYWG002;2024
Budapest;173,0805336;TYWG002;2024
Csongrád-Csanád vármegye;191,0581633;TYWG002;2024
Fejér vármegye;224,135586;TYWG002;2024
Győr-Moson-Sopron vármegye;221,4413822;TYWG002;2024
Hajdú-Bihar vármegye;219,7400107;TYWG002;2024
Heves vármegye;206,5408125;TYWG002;2024
Jász-Nagykun-Szolnok vármegye;202,3444054;TYWG002;2024
Komárom-Esztergom vármegye;225,732044;TYWG002;2024
Nógrád vármegye;201,0083297;TYWG002;2024
Pest vármegye;253,7313376;TYWG002;2024
Somogy vármegye;193,4334784;TYWG002;2024
Szabolcs-Szatmár-Bereg vármegye;237,8117976;TYWG002;2024
Tolna vármegye;206,2125764;TYWG002;2024
Vas vármegye;213,8126164;TYWG002;2024
Veszprém vármegye;210,7510906;TYWG002;2024
Zala vármegye;191,6845414;TYWG002;2024
Bács-Kiskun vármegye;1,40382522;TYWG004;2024
Baranya vármegye;1,39959602;TYWG004;2024
Békés vármegye;0,42716788;TYWG004;2024
Borsod-Abaúj-Zemplén vármegye;0,35809419;TYWG004;2024
Budapest;4,16855632;TYWG004;2024
Csongrád-Csanád vármegye;1,10351285;TYWG004;2024
Fejér vármegye;2,26477593;TYWG004;2024
Győr-Moson-Sopron vármegye;2,89767953;TYWG004;2024
Hajdú-Bihar vármegye;3,00380809;TYWG004;2024
Heves vármegye;0,84221951;TYWG004;2024
Jász-Nagykun-Szolnok vármegye;0,7963176;TYWG004;2024
Komárom-Esztergom vármegye;1,33755673;TYWG004;2024
Nógrád vármegye;0,47872992;TYWG004;2024
Pest vármegye;2,34735189;TYWG004;2024
Somogy vármegye;2,7893285;TYWG004;2024
Szabolcs-Szatmár-Bereg vármegye;0,96836175;TYWG004;2024
Tolna vármegye;2,29703259;TYWG004;2024
Vas vármegye;1,83476206;TYWG004;2024
Veszprém vármegye;1,87652019;TYWG004;2024
Zala vármegye;2,36524024;TYWG004;2024
Bács-Kiskun vármegye;290,5843419;TYWG005;2024
Baranya vármegye;297,6370108;TYWG005;2024
Békés vármegye;276,1010809;TYWG005;2024
Borsod-Abaúj-Zemplén vármegye;282,9395874;TYWG005;2024
Budapest;261,1465446;TYWG005;2024
Csongrád-Csanád vármegye;282,9261329;TYWG005;2024
Fejér vármegye;297,2727516;TYWG005;2024
Győr-Moson-Sopron vármegye;308,450162;TYWG005;2024
Hajdú-Bihar vármegye;284,3368455;TYWG005;2024
Heves vármegye;298,550873;TYWG005;2024
Jász-Nagykun-Szolnok vármegye;272,8298918;TYWG005;2024
Komárom-Esztergom vármegye;286,5154555;TYWG005;2024
Nógrád vármegye;289,0151643;TYWG005;2024
Pest vármegye;336,2157564;TYWG005;2024
Somogy vármegye;311,3396291;TYWG005;2024
Szabolcs-Szatmár-Bereg vármegye;292,9755313;TYWG005;2024
Tolna vármegye;314,7184533;TYWG005;2024
Vas vármegye;298,2858287;TYWG005;2024
Veszprém vármegye;303,9798951;TYWG005;2024
Zala vármegye;301,1246164;TYWG005;2024
Bács-Kiskun vármegye;82,75610833;TYWG006;2024
Baranya vármegye;79,66539468;TYWG006;2024
Békés vármegye;82,9332649;TYWG006;2024
Borsod-Abaúj-Zemplén vármegye;80,77977126;TYWG006;2024
Budapest;66,40681514;TYWG006;2024
Csongrád-Csanád vármegye;79,22255643;TYWG006;2024
Fejér vármegye;81,81072586;TYWG006;2024
Győr-Moson-Sopron vármegye;85,92332504;TYWG006;2024
Hajdú-Bihar vármegye;77,92520553;TYWG006;2024
Heves vármegye;84,84742491;TYWG006;2024
Jász-Nagykun-Szolnok vármegye;77,75038909;TYWG006;2024
Komárom-Esztergom vármegye;79,6495165;TYWG006;2024
Nógrád vármegye;82,6064704;TYWG006;2024
Pest vármegye;92,45277386;TYWG006;2024
Somogy vármegye;85,24809229;TYWG006;2024
Szabolcs-Szatmár-Bereg vármegye;86,51657895;TYWG006;2024
Tolna vármegye;87,22478377;TYWG006;2024
Vas vármegye;85,25672523;TYWG006;2024
Veszprém vármegye;83,96463299;TYWG006;2024
Zala vármegye;84,26863437;TYWG006;2024
Bács-Kiskun vármegye;9,05474813;TYWG008;2024
Baranya vármegye;7,71233986;TYWG008;2024
Békés vármegye;8,27727794;TYWG008;2024
Borsod-Abaúj-Zemplén vármegye;8,15815324;TYWG008;2024
Budapest;16,75283673;TYWG008;2024
Csongrád-Csanád vármegye;8,34863514;TYWG008;2024
Fejér vármegye;6,85908592;TYWG008;2024
Győr-Moson-Sopron vármegye;7,02662097;TYWG008;2024
Hajdú-Bihar vármegye;9,09455771;TYWG008;2024
Heves vármegye;6,14965051;TYWG008;2024
Jász-Nagykun-Szolnok vármegye;8,531738;TYWG008;2024
Komárom-Esztergom vármegye;9,25596271;TYWG008;2024
Nógrád vármegye;8,06551333;TYWG008;2024
Pest vármegye;5,94955507;TYWG008;2024
Somogy vármegye;6,74246413;TYWG008;2024
Szabolcs-Szatmár-Bereg vármegye;7,05736162;TYWG008;2024
Tolna vármegye;5,76198061;TYWG008;2024
Vas vármegye;7,97712117;TYWG008;2024
Veszprém vármegye;8,21394702;TYWG008;2024
Zala vármegye;7,78666548;TYWG008;2024
Bács-Kiskun vármegye;31,41374617;TYWG009;2024
Baranya vármegye;33,13078586;TYWG009;2024
Békés vármegye;37,73081336;TYWG009;2024
Borsod-Abaúj-Zemplén vármegye;36,07634016;TYWG009;2024
Budapest;36,18670249;TYWG009;2024
Csongrád-Csanád vármegye;35,81755975;TYWG009;2024
Fejér vármegye;34,90428124;TYWG009;2024
Győr-Moson-Sopron vármegye;28,75721865;TYWG009;2024
Hajdú-Bihar vármegye;34,20418923;TYWG009;2024
Heves vármegye;31,68631006;TYWG009;2024
Jász-Nagykun-Szolnok vármegye;38,47902937;TYWG009;2024
Komárom-Esztergom vármegye;36,52073559;TYWG009;2024
Nógrád vármegye;32,89830146;TYWG009;2024
Pest vármegye;22,69661257;TYWG009;2024
Somogy vármegye;28,38272831;TYWG009;2024
Szabolcs-Szatmár-Bereg vármegye;31,16696819;TYWG009;2024
Tolna vármegye;25,01764077;TYWG009;2024
Vas vármegye;32,14615291;TYWG009;2024
Veszprém vármegye;31,06657394;TYWG009;2024
Zala vármegye;31,10495427;TYWG009;2024
Bács-Kiskun vármegye;59,5315057;TYWG010;2024
Baranya vármegye;59,15687428;TYWG010;2024
Békés vármegye;53,9919087;TYWG010;2024
Borsod-Abaúj-Zemplén vármegye;55,7655066;TYWG010;2024
Budapest;47,06046078;TYWG010;2024
Csongrád-Csanád vármegye;55,8338051;TYWG010;2024
Fejér vármegye;58,23663284;TYWG010;2024
Győr-Moson-Sopron vármegye;64,21616038;TYWG010;2024
Hajdú-Bihar vármegye;56,70125305;TYWG010;2024
Heves vármegye;62,16403942;TYWG010;2024
Jász-Nagykun-Szolnok vármegye;52,98923263;TYWG010;2024
Komárom-Esztergom vármegye;54,2233017;TYWG010;2024
Nógrád vármegye;59,03618521;TYWG010;2024
Pest vármegye;71,35383236;TYWG010;2024
Somogy vármegye;64,87480756;TYWG010;2024
Szabolcs-Szatmár-Bereg vármegye;61,77567019;TYWG010;2024
Tolna vármegye;69,22037862;TYWG010;2024
Vas vármegye;59,87672592;TYWG010;2024
Veszprém vármegye;60,71947904;TYWG010;2024
Zala vármegye;61,10838025;TYWG010;2024
Bács-Kiskun vármegye;12,22225736;TYWG101;2024
Baranya vármegye;6,13210426;TYWG101;2024
Békés vármegye;3,04195306;TYWG101;2024
Borsod-Abaúj-Zemplén vármegye;1,62770086;TYWG101;2024
Budapest;27,32964133;TYWG101;2024
Csongrád-Csanád vármegye;12,8100093;TYWG101;2024
Fejér vármegye;17,06338032;TYWG101;2024
Győr-Moson-Sopron vármegye;25,50550644;TYWG101;2024
Hajdú-Bihar vármegye;8,70585454;TYWG101;2024
Heves vármegye;5,2154179;TYWG101;2024
Jász-Nagykun-Szolnok vármegye;3,66874894;TYWG101;2024
Komárom-Esztergom vármegye;7,6194152;TYWG101;2024
Nógrád vármegye;2,22665078;TYWG101;2024
Pest vármegye;19,20288186;TYWG101;2024
Somogy vármegye;15,40477857;TYWG101;2024
Szabolcs-Szatmár-Bereg vármegye;8,19088592;TYWG101;2024
Tolna vármegye;2,48196318;TYWG101;2024
Vas vármegye;7,53346011;TYWG101;2024
Veszprém vármegye;10,18938511;TYWG101;2024
Zala vármegye;9,4300428;TYWG101;2024
Bács-Kiskun vármegye;28470,71366;TYWJ001;2024
Baranya vármegye;27423,41053;TYWJ001;2024
Békés vármegye;31700,13433;TYWJ001;2024
Borsod-Abaúj-Zemplén vármegye;31549,46309;TYWJ001;2024
Budapest;19360,03855;TYWJ001;2024
Csongrád-Csanád vármegye;26287,44;TYWJ001;2024
Fejér vármegye;33568,12821;TYWJ001;2024
Győr-Moson-Sopron vármegye;29906,62857;TYWJ001;2024
Hajdú-Bihar vármegye;27336,36441;TYWJ001;2024
Heves vármegye;32885,64885;TYWJ001;2024
Jász-Nagykun-Szolnok vármegye;34966,75676;TYWJ001;2024
Komárom-Esztergom vármegye;29921,872;TYWJ001;2024
Nógrád vármegye;31356,58974;TYWJ001;2024
Pest vármegye;28118,25055;TYWJ001;2024
Somogy vármegye;28111,9562;TYWJ001;2024
Szabolcs-Szatmár-Bereg vármegye;36233,97521;TYWJ001;2024
Tolna vármegye;31924,52273;TYWJ001;2024
Vas vármegye;27850,36364;TYWJ001;2024
Veszprém vármegye;29383,12857;TYWJ001;2024
Zala vármegye;30455,34483;TYWJ001;2024
Bács-Kiskun vármegye;20751,45714;TYWJ002;2024
Baranya vármegye;17160,10345;TYWJ002;2024
Békés vármegye;18300,97778;TYWJ002;2024
Borsod-Abaúj-Zemplén vármegye;23361,69231;TYWJ002;2024
Budapest;16338,61132;TYWJ002;2024
Csongrád-Csanád vármegye;20001,9322;TYWJ002;2024
Fejér vármegye;21916,69565;TYWJ002;2024
Győr-Moson-Sopron vármegye;20515,23636;TYWJ002;2024
Hajdú-Bihar vármegye;20535,11688;TYWJ002;2024
Heves vármegye;25824,91667;TYWJ002;2024
Jász-Nagykun-Szolnok vármegye;25269,38095;TYWJ002;2024
Komárom-Esztergom vármegye;23953,24324;TYWJ002;2024
Nógrád vármegye;20800,70588;TYWJ002;2024
Pest vármegye;21959,16201;TYWJ002;2024
Somogy vármegye;18534,12121;TYWJ002;2024
Szabolcs-Szatmár-Bereg vármegye;19479,17241;TYWJ002;2024
Tolna vármegye;22005,5;TYWJ002;2024
Vas vármegye;22843,40741;TYWJ002;2024
Veszprém vármegye;20379,33333;TYWJ002;2024
Zala vármegye;19619,3125;TYWJ002;2024
Bács-Kiskun vármegye;552,1909774;TYWJ003;2024
Baranya vármegye;789,8363211;TYWJ003;2024
Békés vármegye;600,3656816;TYWJ003;2024
Borsod-Abaúj-Zemplén vármegye;597,9852319;TYWJ003;2024
Budapest;1174,225129;TYWJ003;2024
Csongrád-Csanád vármegye;802,0174479;TYWJ003;2024
Fejér vármegye;553,4966804;TYWJ003;2024
Győr-Moson-Sopron vármegye;503,5917256;TYWJ003;2024
Hajdú-Bihar vármegye;849,688905;TYWJ003;2024
Heves vármegye;578,3965409;TYWJ003;2024
Jász-Nagykun-Szolnok vármegye;570,1622639;TYWJ003;2024
Komárom-Esztergom vármegye;502,5929303;TYWJ003;2024
Nógrád vármegye;499,2913684;TYWJ003;2024
Pest vármegye;302,9550935;TYWJ003;2024
Somogy vármegye;602,1480917;TYWJ003;2024
Szabolcs-Szatmár-Bereg vármegye;566,996471;TYWJ003;2024
Tolna vármegye;551,0960787;TYWJ003;2024
Vas vármegye;530,7387449;TYWJ003;2024
Veszprém vármegye;516,4482373;TYWJ003;2024
Zala vármegye;640,2357511;TYWJ003;2024
Bács-Kiskun vármegye;60,85391989;TYWJ004;2024
Baranya vármegye;80,78984389;TYWJ004;2024
Békés vármegye;69,35580505;TYWJ004;2024
Borsod-Abaúj-Zemplén vármegye;64,37757703;TYWJ004;2024
Budapest;93,00330107;TYWJ004;2024
Csongrád-Csanád vármegye;66,86317655;TYWJ004;2024
Fejér vármegye;56,28795734;TYWJ004;2024
Győr-Moson-Sopron vármegye;62,69506072;TYWJ004;2024
Hajdú-Bihar vármegye;66,40660298;TYWJ004;2024
Heves vármegye;78,30365677;TYWJ004;2024
Jász-Nagykun-Szolnok vármegye;56,24403104;TYWJ004;2024
Komárom-Esztergom vármegye;57,17398133;TYWJ004;2024
Nógrád vármegye;81,87232615;TYWJ004;2024
Pest vármegye;21,90648543;TYWJ004;2024
Somogy vármegye;58,57120708;TYWJ004;2024
Szabolcs-Szatmár-Bereg vármegye;58,16913232;TYWJ004;2024
Tolna vármegye;61,49574467;TYWJ004;2024
Vas vármegye;69,6666911;TYWJ004;2024
Veszprém vármegye;74,36739714;TYWJ004;2024
Zala vármegye;75,29985896;TYWJ004;2024
Bács-Kiskun vármegye;32,34079833;TYWJ005;2024
Baranya vármegye;65,61149112;TYWJ005;2024
Békés vármegye;32,59397223;TYWJ005;2024
Borsod-Abaúj-Zemplén vármegye;29,08694492;TYWJ005;2024
Budapest;77,0705592;TYWJ005;2024
Csongrád-Csanád vármegye;71,86181095;TYWJ005;2024
Fejér vármegye;30,9631548;TYWJ005;2024
Győr-Moson-Sopron vármegye;41,15357216;TYWJ005;2024
Hajdú-Bihar vármegye;65,32994699;TYWJ005;2024
Heves vármegye;31,00994725;TYWJ005;2024
Jász-Nagykun-Szolnok vármegye;24,47630431;TYWJ005;2024
Komárom-Esztergom vármegye;26,73242844;TYWJ005;2024
Nógrád vármegye;22,53725918;TYWJ005;2024
Pest vármegye;35,13869118;TYWJ005;2024
Somogy vármegye;33,28222708;TYWJ005;2024
Szabolcs-Szatmár-Bereg vármegye;30,90955545;TYWJ005;2024
Tolna vármegye;27,22824307;TYWJ005;2024
Vas vármegye;39,57686952;TYWJ005;2024
Veszprém vármegye;32,72885449;TYWJ005;2024
Zala vármegye;39,51494147;TYWJ005;2024
Bács-Kiskun vármegye;3381,489655;TYWJ006;2024
Baranya vármegye;3786,731183;TYWJ006;2024
Békés vármegye;3814,271605;TYWJ006;2024
Borsod-Abaúj-Zemplén vármegye;4326,760563;TYWJ006;2024
Budapest;3866,080275;TYWJ006;2024
Csongrád-Csanád vármegye;3294,118644;TYWJ006;2024
Fejér vármegye;4557,01087;TYWJ006;2024
Győr-Moson-Sopron vármegye;4679,435644;TYWJ006;2024
Hajdú-Bihar vármegye;4033,139535;TYWJ006;2024
Heves vármegye;3682,194805;TYWJ006;2024
Jász-Nagykun-Szolnok vármegye;3733,978571;TYWJ006;2024
Komárom-Esztergom vármegye;3823,434783;TYWJ006;2024
Nógrád vármegye;4483,835821;TYWJ006;2024
Pest vármegye;5616,71875;TYWJ006;2024
Somogy vármegye;4961,446097;TYWJ006;2024
Szabolcs-Szatmár-Bereg vármegye;4222,405797;TYWJ006;2024
Tolna vármegye;3546,534483;TYWJ006;2024
Vas vármegye;5371,717391;TYWJ006;2024
Veszprém vármegye;4129,506173;TYWJ006;2024
Zala vármegye;4457,965517;TYWJ006;2024
Bács-Kiskun vármegye;3377,459831;TYWJ007;2024
Baranya vármegye;4485,036956;TYWJ007;2024
Békés vármegye;3985,239085;TYWJ007;2024
Borsod-Abaúj-Zemplén vármegye;3734,628603;TYWJ007;2024
Budapest;7496,533786;TYWJ007;2024
Csongrád-Csanád vármegye;4736,93797;TYWJ007;2024
Fejér vármegye;3539,238377;TYWJ007;2024
Győr-Moson-Sopron vármegye;2867,652245;TYWJ007;2024
Hajdú-Bihar vármegye;5087,950655;TYWJ007;2024
Heves vármegye;4117,3906;TYWJ007;2024
Jász-Nagykun-Szolnok vármegye;3723,975274;TYWJ007;2024
Komárom-Esztergom vármegye;3157,467692;TYWJ007;2024
Nógrád vármegye;3227,530867;TYWJ007;2024
Pest vármegye;1847,68893;TYWJ007;2024
Somogy vármegye;3159,851853;TYWJ007;2024
Szabolcs-Szatmár-Bereg vármegye;3802,480996;TYWJ007;2024
Tolna vármegye;3468,653048;TYWJ007;2024
Vas vármegye;3353,00822;TYWJ007;2024
Veszprém vármegye;2884,405161;TYWJ007;2024
Zala vármegye;4128,275636;TYWJ007;2024
Bács-Kiskun vármegye;151,8565487;TYWJ008;2024
Baranya vármegye;271,2647039;TYWJ008;2024
Békés vármegye;182,5854659;TYWJ008;2024
Borsod-Abaúj-Zemplén vármegye;158,3101861;TYWJ008;2024
Budapest;354,1844991;TYWJ008;2024
Csongrád-Csanád vármegye;245,404795;TYWJ008;2024
Fejér vármegye;144,9506713;TYWJ008;2024
Győr-Moson-Sopron vármegye;121,0681833;TYWJ008;2024
Hajdú-Bihar vármegye;220,6376798;TYWJ008;2024
Heves vármegye;170,2478028;TYWJ008;2024
Jász-Nagykun-Szolnok vármegye;138,6778568;TYWJ008;2024
Komárom-Esztergom vármegye;119,6687384;TYWJ008;2024
Nógrád vármegye;139,6343839;TYWJ008;2024
Pest vármegye;90,24200651;TYWJ008;2024
Somogy vármegye;146,0369577;TYWJ008;2024
Szabolcs-Szatmár-Bereg vármegye;134,4105241;TYWJ008;2024
Tolna vármegye;151,4255472;TYWJ008;2024
Vas vármegye;144,5411779;TYWJ008;2024
Veszprém vármegye;133,5532567;TYWJ008;2024
Zala vármegye;164,966618;TYWJ008;2024
Bács-Kiskun vármegye;6,73601717;TYWJ009;2024
Baranya vármegye;6,86279444;TYWJ009;2024
Békés vármegye;8,41070195;TYWJ009;2024
Borsod-Abaúj-Zemplén vármegye;8,17367367;TYWJ009;2024
Budapest;6,50962947;TYWJ009;2024
Csongrád-Csanád vármegye;5,17828918;TYWJ009;2024
Fejér vármegye;6,34897188;TYWJ009;2024
Győr-Moson-Sopron vármegye;8,58686323;TYWJ009;2024
Hajdú-Bihar vármegye;6,07462118;TYWJ009;2024
Heves vármegye;8,29741919;TYWJ009;2024
Jász-Nagykun-Szolnok vármegye;7,43320901;TYWJ009;2024
Komárom-Esztergom vármegye;9,57567365;TYWJ009;2024
Nógrád vármegye;9,36183313;TYWJ009;2024
Pest vármegye;8,91987629;TYWJ009;2024
Somogy vármegye;6,02579855;TYWJ009;2024
Szabolcs-Szatmár-Bereg vármegye;7,93923316;TYWJ009;2024
Tolna vármegye;8,90513883;TYWJ009;2024
Vas vármegye;7,21528019;TYWJ009;2024
Veszprém vármegye;9,94361132;TYWJ009;2024
Zala vármegye;7,2243927;TYWJ009;2024
Bács-Kiskun vármegye;18,82431678;TYWJ010;2024
Baranya vármegye;30,68493617;TYWJ010;2024
Békés vármegye;18,73584197;TYWJ010;2024
Borsod-Abaúj-Zemplén vármegye;18,12298419;TYWJ010;2024
Budapest;35,09922048;TYWJ010;2024
Csongrád-Csanád vármegye;28,12234331;TYWJ010;2024
Fejér vármegye;20,64716748;TYWJ010;2024
Győr-Moson-Sopron vármegye;16,76971173;TYWJ010;2024
Hajdú-Bihar vármegye;26,22826059;TYWJ010;2024
Heves vármegye;22,50241389;TYWJ010;2024
Jász-Nagykun-Szolnok vármegye;15,70793346;TYWJ010;2024
Komárom-Esztergom vármegye;14,17543953;TYWJ010;2024
Nógrád vármegye;16,72604402;TYWJ010;2024
Pest vármegye;5,98368692;TYWJ010;2024
Somogy vármegye;21,55742654;TYWJ010;2024
Szabolcs-Szatmár-Bereg vármegye;18,32289697;TYWJ010;2024
Tolna vármegye;15,73953986;TYWJ010;2024
Vas vármegye;20,94544924;TYWJ010;2024
Veszprém vármegye;19,02905021;TYWJ010;2024
Zala vármegye;22,9895941;TYWJ010;2024
Bács-Kiskun vármegye;21,68362122;TYWJ104;2024
Baranya vármegye;30,86952945;TYWJ104;2024
Békés vármegye;22,22635976;TYWJ104;2024
Borsod-Abaúj-Zemplén vármegye;38,07328965;TYWJ104;2024
Budapest;13,05730735;TYWJ104;2024
Csongrád-Csanád vármegye;22,27694853;TYWJ104;2024
Fejér vármegye;16,26977785;TYWJ104;2024
Győr-Moson-Sopron vármegye;12,22130714;TYWJ104;2024
Hajdú-Bihar vármegye;36,49328341;TYWJ104;2024
Heves vármegye;35,54311204;TYWJ104;2024
Jász-Nagykun-Szolnok vármegye;30,21504571;TYWJ104;2024
Komárom-Esztergom vármegye;15,65995526;TYWJ104;2024
Nógrád vármegye;31,7998807;TYWJ104;2024
Pest vármegye;14,96066857;TYWJ104;2024
Somogy vármegye;18,9464299;TYWJ104;2024
Szabolcs-Szatmár-Bereg vármegye;39,56489758;TYWJ104;2024
Tolna vármegye;19,84451718;TYWJ104;2024
Vas vármegye;11,94844579;TYWJ104;2024
Veszprém vármegye;19,12355763;TYWJ104;2024
Zala vármegye;17,17745922;TYWJ104;2024
Bács-Kiskun vármegye;68,56716591;TYWJ105;2024
Baranya vármegye;91,27556948;TYWJ105;2024
Békés vármegye;92,91180423;TYWJ105;2024
Borsod-Abaúj-Zemplén vármegye;231,7968652;TYWJ105;2024
Budapest;10,46070771;TYWJ105;2024
Csongrád-Csanád vármegye;37,76748194;TYWJ105;2024
Fejér vármegye;38,4139897;TYWJ105;2024
Győr-Moson-Sopron vármegye;12,81261342;TYWJ105;2024
Hajdú-Bihar vármegye;119,1445646;TYWJ105;2024
Heves vármegye;141,6138329;TYWJ105;2024
Jász-Nagykun-Szolnok vármegye;151,5938872;TYWJ105;2024
Komárom-Esztergom vármegye;26,61096492;TYWJ105;2024
Nógrád vármegye;179,868646;TYWJ105;2024
Pest vármegye;31,6398852;TYWJ105;2024
Somogy vármegye;134,5552557;TYWJ105;2024
Szabolcs-Szatmár-Bereg vármegye;220,2869044;TYWJ105;2024
Tolna vármegye;108,037746;TYWJ105;2024
Vas vármegye;26,2888061;TYWJ105;2024
Veszprém vármegye;36,61399807;TYWJ105;2024
Zala vármegye;66,00459661;TYWJ105;2024
Bács-Kiskun vármegye;4,89873863;TYWJ106;2024
Baranya vármegye;12,79953022;TYWJ106;2024
Békés vármegye;11,80177873;TYWJ106;2024
Borsod-Abaúj-Zemplén vármegye;30,97127794;TYWJ106;2024
Budapest;2,16390287;TYWJ106;2024
Csongrád-Csanád vármegye;1,44764591;TYWJ106;2024
Fejér vármegye;4,71668846;TYWJ106;2024
Győr-Moson-Sopron vármegye;0,28843181;TYWJ106;2024
Hajdú-Bihar vármegye;12,17498182;TYWJ106;2024
Heves vármegye;17,30810394;TYWJ106;2024
Jász-Nagykun-Szolnok vármegye;15,96032453;TYWJ106;2024
Komárom-Esztergom vármegye;2,70642298;TYWJ106;2024
Nógrád vármegye;24,35227603;TYWJ106;2024
Pest vármegye;3,15500082;TYWJ106;2024
Somogy vármegye;18,79329792;TYWJ106;2024
Szabolcs-Szatmár-Bereg vármegye;19,76225427;TYWJ106;2024
Tolna vármegye;12,45335574;TYWJ106;2024
Vas vármegye;5,53430216;TYWJ106;2024
Veszprém vármegye;4,28839133;TYWJ106;2024
Zala vármegye;6,69926836;TYWJ106;2024
Bács-Kiskun vármegye;26,17516841;TYWJ107;2024
Baranya vármegye;28,08393942;TYWJ107;2024
Békés vármegye;30,39054156;TYWJ107;2024
Borsod-Abaúj-Zemplén vármegye;24,95388156;TYWJ107;2024
Budapest;22,83313227;TYWJ107;2024
Csongrád-Csanád vármegye;26,6790516;TYWJ107;2024
Fejér vármegye;24,53089387;TYWJ107;2024
Győr-Moson-Sopron vármegye;22,69743538;TYWJ107;2024
Hajdú-Bihar vármegye;23,12118724;TYWJ107;2024
Heves vármegye;26,81794046;TYWJ107;2024
Jász-Nagykun-Szolnok vármegye;26,93279882;TYWJ107;2024
Komárom-Esztergom vármegye;25,21135326;TYWJ107;2024
Nógrád vármegye;27,80191818;TYWJ107;2024
Pest vármegye;21,26478332;TYWJ107;2024
Somogy vármegye;27,57187893;TYWJ107;2024
Szabolcs-Szatmár-Bereg vármegye;22,93281542;TYWJ107;2024
Tolna vármegye;30,37782242;TYWJ107;2024
Vas vármegye;27,05966661;TYWJ107;2024
Veszprém vármegye;26,84786032;TYWJ107;2024
Zala vármegye;29,147029;TYWJ107;2024
Bács-Kiskun vármegye;215839,049;TYWJ108;2024
Baranya vármegye;236167,0108;TYWJ108;2024
Békés vármegye;217120,8792;TYWJ108;2024
Borsod-Abaúj-Zemplén vármegye;238566,9988;TYWJ108;2024
Budapest;289024,7848;TYWJ108;2024
Csongrád-Csanád vármegye;227029,2881;TYWJ108;2024
Fejér vármegye;255417,4854;TYWJ108;2024
Győr-Moson-Sopron vármegye;243483,9338;TYWJ108;2024
Hajdú-Bihar vármegye;228039,0411;TYWJ108;2024
Heves vármegye;236511,7204;TYWJ108;2024
Jász-Nagykun-Szolnok vármegye;225410,1032;TYWJ108;2024
Komárom-Esztergom vármegye;252001,0033;TYWJ108;2024
Nógrád vármegye;228738,2157;TYWJ108;2024
Pest vármegye;253987,6883;TYWJ108;2024
Somogy vármegye;225173,8939;TYWJ108;2024
Szabolcs-Szatmár-Bereg vármegye;216614,2625;TYWJ108;2024
Tolna vármegye;233908,5612;TYWJ108;2024
Vas vármegye;239645,0209;TYWJ108;2024
Veszprém vármegye;243980,2655;TYWJ108;2024
Zala vármegye;234228,0663;TYWJ108;2024
Bács-Kiskun vármegye;57,98319328;TYWJ109;2024
Baranya vármegye;10,29900332;TYWJ109;2024
Békés vármegye;78,66666667;TYWJ109;2024
Borsod-Abaúj-Zemplén vármegye;24,8603352;TYWJ109;2024
Budapest;0;TYWJ109;2024
Csongrád-Csanád vármegye;80;TYWJ109;2024
Fejér vármegye;39,81481481;TYWJ109;2024
Győr-Moson-Sopron vármegye;16,93989071;TYWJ109;2024
Hajdú-Bihar vármegye;82,92682927;TYWJ109;2024
Heves vármegye;50,41322314;TYWJ109;2024
Jász-Nagykun-Szolnok vármegye;83,33333333;TYWJ109;2024
Komárom-Esztergom vármegye;40,78947368;TYWJ109;2024
Nógrád vármegye;27,48091603;TYWJ109;2024
Pest vármegye;48,12834225;TYWJ109;2024
Somogy vármegye;17,4796748;TYWJ109;2024
Szabolcs-Szatmár-Bereg vármegye;50,65502183;TYWJ109;2024
Tolna vármegye;22,93577982;TYWJ109;2024
Vas vármegye;10,18518519;TYWJ109;2024
Veszprém vármegye;13,82488479;TYWJ109;2024
Zala vármegye;18,60465116;TYWJ109;2024
Bács-Kiskun vármegye;69,74789916;TYWJ110;2024
Baranya vármegye;25,91362126;TYWJ110;2024
Békés vármegye;86,66666667;TYWJ110;2024
Borsod-Abaúj-Zemplén vármegye;58,37988827;TYWJ110;2024
Budapest;0;TYWJ110;2024
Csongrád-Csanád vármegye;83,33333333;TYWJ110;2024
Fejér vármegye;48,14814815;TYWJ110;2024
Győr-Moson-Sopron vármegye;27,86885246;TYWJ110;2024
Hajdú-Bihar vármegye;78,04878049;TYWJ110;2024
Heves vármegye;74,38016529;TYWJ110;2024
Jász-Nagykun-Szolnok vármegye;83,33333333;TYWJ110;2024
Komárom-Esztergom vármegye;77,63157895;TYWJ110;2024
